MPID,Name,Constituency,Region,Party,Gender,Legislature,Chamber,Session,Activity,Date,Description,Category,Status,Purpose,Organization
LWMP-02-0296,U Tin Tun Naing,Seikgyikanaungto,Yangon,NLD,Male,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,12/16/2016,ပြည်ထောင်စုအစိုးရအဖွဲ့မှ ပေးပို့သော ၂၀၁၆-၂၀၁၇ ခု၊ ဘဏ္ဍာရေးနှစ် ပထမ(၆)လပတ်အမျိုးသားစီမံကိန်းဆောင်ရွက်မှုအစီရင်ခံစာအပေါ် ပြည်သူ့ငွေစာရင်း ပူးပေါင်းကော်မတီ၏ လေ့လာတွေ့ရှိချက်နှင့် သဘောထားမှတ်ချက် အစီရင်ခံစာ (၆/၂၀၁၆),NA,,NA,NA
LWMP-02-0094,U Khin Cho,Hlaingbwe,Kayin,NLD,Male,Second Pyithu Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,12/16/2016,ပြည်ထောင်စုအစိုးရအဖွဲ့မှ ပေးပို့သော ၂၀၁၆-၂၀၁၇ ခု၊ ဘဏ္ဍာရေးနှစ် ပထမ(၆)လပတ်အမျိုးသားစီမံကိန်းဆောင်ရွက်မှုအစီရင်ခံစာအပေါ် ပြည်သူ့ငွေစာရင်း ပူးပေါင်းကော်မတီ၏ လေ့လာတွေ့ရှိချက်နှင့် သဘောထားမှတ်ချက် အစီရင်ခံစာ (၆/၂၀၁၆),NA,,NA,NA
UPMP-02-0107,U Myo Win,Mon-8,Mon,NLD,Male,Second Amyotha Hluttaw,Pyidaungsu Hluttaw,Third Regular Session,Debate,12/16/2016,ပြည်ထောင်စုအစိုးရအဖွဲ့မှ ပေးပို့သော ၂၀၁၆-၂၀၁၇ ခု၊ ဘဏ္ဍာရေးနှစ် ပထမ(၆)လပတ်အမျိုးသားစီမံကိန်းဆောင်ရွက်မှုအစီရင်ခံစာအပေါ် ပြည်သူ့ငွေစာရင်း ပူးပေါင်းကော်မတီ၏ လေ့လာတွေ့ရှိချက်နှင့် သဘောထားမှတ်ချက် အစီရင်ခံစာ (၆/၂၀၁၆),NA,,NA,NA
LWMP-02-0169,U Oo Hla Saw,Mrauk-U,Rakhine,ANP,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/22/2016,ပြည်ပမှဆေးနှင့်ဆေးပစ္စည်းထုတ်လုပ်ဖြန့်ချိသော ဆေးကုမ္ပဏီများသည် ပြည်တွင်းသို့ဆေးဝါးများ ဖြန့်ချိရာတွင် မူလဆေးဝါး ဖြန့်ချိရေး ကုမ္ပဏီမှ N.O.Cကန့်ကွက်ရန် မရှိကြောင်း အသိပေးစာ ပါဝင်မှသာဖြန့်ချိရေးကုမ္ပဏီအသစ်တစ်ခု ပြောင်းလဲနိုင် ခြင်းအား ပယ်ဖျက်ပေးရန် အစီအစဉ်ရှိ/မရှိ။,Health,Affirmative,Representation,Ministry of Health and Sports
UPMP-02-0067,Nan Nan Moe Moe Htwe,Kayin-4,Kayin,NLD,Female,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,11/28/2016,ပြည်ပသို့တရားဝင်သွားရောက် အလုပ် လုပ်ကိုင်ရန်အတွက် လုပ်ငန်းစဉ်များ ဆောင်ရွက်ရာတွင် ကြန့်ကြာမှုများကို ဖြေလျှော့ပေးရန် အစီအစဉ် ရှိ/ မရှိ။,NA,NA,NA,"Ministry of Labours, Immigration and Population"
LWMP-02-0038,Dr. Daw Khin Soe Soe Kyi,Pyay,Bago,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Oral Question,12/09/2016,ပြည်မြို့ ခုတင်(၅၀၀) ဆေးရုံကြီးတွင် အထူးကု ဆရာဝန်ကြီးများ ဖြည့်တင်းခန့်ထားရန်နှင့် ဆေးစတို၊ သွေးဌာန နှင့် ထရန်စဖော်မာ အသစ်တစ်လုံး၊ မီးလိုင်းအသစ်တစ်လိုင်း ချထားပေးရန် အစီအစဉ် ရှိ/မရှိ,,NA,NA,Ministry of Health and Sports
LWMP-02-0303,U Aye Naing,Dagon Myothit (South),Yangon,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Second Regular Session,Oral Question,09/12/2016,ပြည်မြို့နယ်ရှိ နဝဒေးစက်မှုဇုန်တွင် မြေကွက်များ ရယူ ထားပြီး စက်မှုလုပ်ငန်းအကောင်အထည်ဖော်လုပ်ဆောင်ခြင်းမရှိသော မြေကွက်များကို အစိုးရအဖွဲ့မှ သတ်မှတ် ထားသော စည်းမျဉ်းစည်းကမ်းများနှင့်အညီ စစ်ဆေးဆောင်ရွက်ပြီး ပြန်လည်သိမ်း ယူ၍ အမှန်တကယ် စက်ရုံ အလုပ်ရုံများအဖြစ် ရင်းနှီးမြှုပ်နှံလုပ်ကိုင်လိုသူများအားပြန်လည်စိစစ်ချထားပေးရန် အစီအစဉ် ရှိ/မရှိ။,Education,Mixed Answer,Representation,Ministry of Industry
LWMP-02-0038,Dr. Daw Khin Soe Soe Kyi,Pyay,Bago,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Oral Question,11/17/2016,ပြည်မြို့နယ်ရှိ နည်းပညာတက္ကသိုလ်တွင် IT MC နှင့် Petroleum Major များကို ပြန်လည်ခေါ်ယူပေးရန်နှင့် ခေတ်နှင့်လျော်ညီသော Major များဖွင့်လှစ် ပေးသွားရန် အစီအစဉ်ရှိ/မရှိ,,NA,NA,Ministry of Education
UPMP-02-0010,Dr. U Pyae Phyo,Ayeyawaddy-7,Ayeyawaddy,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,Third Regular Session,Oral Question,12/19/2016,ပြည်သူများနေ့စဉ် စားသုံးနေကြသော ဟင်းသီးဟင်းရွက်များ၊ သားငါးများထဲတွင် ပိုးသတ်ဆေး၊ ဓာတုဗေဒနှင့် အခြားဆေးကြွင်းများ ကင်းဝေးစေရန်နှင် သဘာဝနည်းဖြင့် စိုက်ပျိုးသော ဟင်းသီးဟင်းရွက်များ၊ အသီးအနှံများဈေးကွက်ခိုင်မာမှု ရရှိစေရေးအတွက် ဆောင်ရွက်ပေးရန် အစီအစဉ် ရှိ/ မရှိနှင့် စပ်လျဉ်းသည့်မေးခွန်း၊,NA,NA,NA,"Ministry of Agriculture, Livestock Breeding and Irrigation"
UPMP-02-0068,Sai Than Naing,Kayin-5,Kayin,USDP,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,05/27/2016,ပြည်သူအများလက်ဝယ်၊ ဝယ်ယူပိုင်ဆိုင် အသုံးပြုနေသော တရားမဝင်မော်တော် ယာဉ်များနှင့် စပ်လျဉ်း၍ သိရှိလို။ပြည်ထောင်စုဝန်ကြီးဌာအနေဖြင့် အခြားအစီအစဉ်များဖြင့် ဒေသအတွင်းအသုံးပြု မောင်းနှင်ခွင့် ပြုထားသောယာဉ်များ ရှိ/မရှိ၊ ထူးခြားသောသင်္ကတများဖြင့် မောင်းနှင့်ခွင့်ပြုထားသော ကားများအား  မည်သည့် မူဝါဒလုပ်ထုံးလုပ်နည်းအရ၎င်း၊ မည်သည့် အစီအစဉ်အရ၎င်း ခွင့်ပြုထားသည်ကိုသိလိုခြင်း။,Administration,Negative,Scrutiny,Ministry of Transportation and Information and Communications Technology
LWMP-02-0204,Dr. Daw A Zin Latt,Shwebo,Sagaing,NLD,Female,Second Pyithu Hluttaw,Pyithu Hluttaw,First Regular Session,Motion,05/31/2016,ပြည်သူ့ကျန်းမာရေး စောင့်ရှောက်မှုလုပ်ငန်းများကို ပြည်သူလူထုအား ထိရောက်လုံလောက်စွာ ပေးနိုင်ရန် ပြည်သူ့ကျန်းမာရေးဦးစီးဌာနကို တိုးချဲ့ပြင်ဆင် ဖွဲ့စည်းသင့်ကြောင်း ပြည်ထောင်စုအစိုး ရအား တိုက်တွန်းကြောင်း။,Health,Recorded,Scrutiny,
LWMP-02-0094,U Khin Cho,Hlaingbwe,Kayin,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,Third Regular Session,Oral Question,12/21/2016,ပြည်သူ့ဝန်ထမ်းများ ခရီး သွားလာရာတွင် ဥပဒေပြဋ္ဌာန်းချက်နှင့် အညီ ခံစားမှုရရှိစေရန် မြန်မာနိုင်ငံခရီးစရိတ် လက်စွဲဥပဒေပါ ပြဋ္ဌာန်းချက်များအား ပြင်ဆင်ပေးရန် အစီအစဉ်ရှိ/မရှိ,,NA,NA,Ministry of Planning and Finance
LWMP-02-0109,U Tun Tun,Pwintbyu,Magway,NLD,Male,Second Pyithu Hluttaw,Pyithu Hluttaw,First Regular Session,Oral Question,06/09/2016,ပွင့်ဖြူမြို့ပေါ်ရှိ အာဇာနည်ကျောက်တိုင်ကွင်း၏ ဘေးပတ်လည်မှ ဆိုင်ခန်းများ၊ ဌာနဆိုင်ရာအဆောက်အဦများ ပိတ်ဆို့ ထားမှုကို ဖယ်ရှားပေးရန်။,Administration,Negative,Representation,"Ministry of Social Welfare, Relief and Resettlement"
UPMP-02-0031,U Zone Hlal Htan,Chin-4,Chin,NLD,Male,Second Amyotha Hluttaw,Amyotha Hluttaw,First Regular Session,Oral Question,05/30/2016,ဖလမ်းမြို့၊ မြို့ပြဖွံ့ဖြိုးရေးစီမံကိန်းနှင့်ပတ်သက်၍ မိုးရွာသွန်းမှုကြောင့် ရွာများ အက်ကွဲမှု ဖြစ်ပေါ်သဖြင့် မြို့ပြစီမံကိန်းသို့ ပြောင်းရွှေ့လိုသူများသည် လူမှုအဆောက်အအုံများဇုန် Proposed Location For Sport Complex နှင့် အထက်တန်းကျောင်းဆောက်ရန် လျာထားသည့်နေရာတွင် ကျုးကျော်ပြောင်းရွှေ့ ခွင့်မပြုဘဲ လူနေဇုန်လျာထားသည့် နေရာများတွင်သာ ပြောင်းရွှေ့ခွင့်ပြုရန် အစီအစဉ် ရှိ/မရှိ နှင့် အစိုးရသက်တမ်း ကုန်ဆုံးမည့်အချိန်တွင် မြို့ပြစီမံကိန်း မည့်သည့်အဆင့် ရောက်ရှိနေသည်ကို သိရှိလိုခြင်း။,Infrasturctural Development,Mixed Answer,Representation,"Ministry of Social Welfare, Relief and Resettlement"
